theme_id,theme_name,primary_index_code,etf_code,etf_name,benchmark,match_type,list_date
healthcare,医药,000933.SH,159167.SZ,港股通医疗ETF工银,经汇率调整后的中证港股通医疗主题指数收益率,keyword:医疗,20260212
healthcare,医药,000933.SH,520850.SH,港股通医疗ETF易方达,中证港股通医疗主题指数收益率(使用估值汇率折算),keyword:医疗,20260119
healthcare,医药,000933.SH,159137.SZ,港股通医疗ETF华宝,经人民币汇率调整的中证港股通医疗主题指数收益率,keyword:医疗,20260112
healthcare,医药,000933.SH,520510.SH,港股通医疗ETF华夏,中证港股通医疗主题指数收益率(经估值汇率调整后),keyword:医疗,20250807
healthcare,医药,000933.SH,588130.SH,科创医药ETF华夏,上证科创板生物医药指数收益率,keyword:医药,20250528
healthcare,医药,000933.SH,159366.SZ,港股医疗ETF永赢,中证港股通医疗主题指数收益率(按照估值汇率折算),keyword:医疗,20250414
healthcare,医药,000933.SH,159377.SZ,创业板医药ETF国泰,创业板医药卫生指数收益率,keyword:医药,20250415
healthcare,医药,000933.SH,588250.SH,科创医药ETF鹏华,上证科创板生物医药指数收益率,keyword:医药,20250321
healthcare,医药,000933.SH,588860.SH,科创医药ETF工银,上证科创板生物医药指数收益率,keyword:医药,20240823
healthcare,医药,000933.SH,159303.SZ,恒生医疗ETF大成,恒生医疗保健指数收益率,keyword:医疗,20240627
healthcare,医药,000933.SH,159557.SZ,恒生医疗ETF嘉实,经估值汇率调整后的恒生医疗保健指数收益率,keyword:医疗,20240522
healthcare,医药,000933.SH,588700.SH,科创医药ETF嘉实,上证科创板生物医药指数收益率,keyword:医药,20240105
healthcare,医药,000933.SH,562600.SH,医疗器械ETF华夏,中证全指医疗器械指数收益率,keyword:医疗,20231211
healthcare,医药,000933.SH,560260.SH,医疗ETF广发,中证医疗指数收益率,keyword:医疗,20230915
healthcare,医药,000933.SH,159508.SZ,生物医药ETF华安,国证生物医药指数收益率,keyword:医药,20230714
healthcare,医药,000933.SH,159506.SZ,港股通创新药医疗ETF富国,恒生港股通创新药及医疗保健指数收益率(使用估值汇率折算),keyword:医疗,20230703
healthcare,医药,000933.SH,517990.SH,沪港深医药ETF招商,中证沪港深500医药卫生指数(人民币)收益率,keyword:医药,20220519
healthcare,医药,000933.SH,159797.SZ,医疗器械ETF汇添富,中证全指医疗器械指数收益率,keyword:医疗,20220516
healthcare,医药,000933.SH,159776.SZ,港股医药ETF银华,中证港股通医药卫生综合指数收益率(经估值汇率调整),keyword:医药,20220325
healthcare,医药,000933.SH,513200.SH,港股通医药ETF易方达,中证港股通医药卫生综合指数收益率(使用估值汇率折算),keyword:医药,20220211
healthcare,医药,000933.SH,159718.SZ,港股医药ETF平安,中证港股通医药卫生综合指数收益率(经汇率调整),keyword:医药,20211228
healthcare,医药,000933.SH,159760.SZ,医疗健康ETF泰康,国证公共卫生与医疗健康指数收益率,keyword:医疗,20211220
healthcare,医药,000933.SH,159877.SZ,医疗ETF南方,中证全指医疗保健设备与服务指数收益率,keyword:医疗,20211103
healthcare,医药,000933.SH,516790.SH,医疗ETF华泰柏瑞,中证全指医疗保健设备与服务指数收益率,keyword:医疗,20210823
healthcare,医药,000933.SH,159838.SZ,医药50ETF博时,中证医药50指数收益率,keyword:医药,20210730
healthcare,医药,000933.SH,513700.SH,港股通医药ETF鹏华,中证港股通医药卫生综合指数收益率,keyword:医药,20210806
healthcare,医药,000933.SH,159847.SZ,医疗ETF易方达,中证医疗指数收益率,keyword:医疗,20210719
healthcare,医药,000933.SH,159859.SZ,生物医药ETF天弘,国证生物医药指数收益率,keyword:医药,20210707
healthcare,医药,000933.SH,516820.SH,医疗创新ETF平安,中证医药及医疗器械创新指数收益率,keyword:医药,20210701
healthcare,医药,000933.SH,159898.SZ,医疗器械ETF招商,中证全指医疗器械指数收益率,keyword:医疗,20210604
healthcare,医药,000933.SH,159891.SZ,医疗ETF建信,中证全指医疗保健设备与服务指数收益率,keyword:医疗,20210615
healthcare,医药,000933.SH,516610.SH,医疗设备ETF大成,中证全指医疗保健设备与服务指数收益率,keyword:医疗,20210513
healthcare,医药,000933.SH,159883.SZ,医疗器械ETF永赢,中证全指医疗器械指数收益率,keyword:医疗,20210430
healthcare,医药,000933.SH,513060.SH,恒生医疗ETF博时,恒生医疗保健指数收益率(经汇率调整后),keyword:医疗,20210329
healthcare,医药,000933.SH,159873.SZ,医疗设备ETF天弘,中证全指医疗保健设备与服务指数收益率,keyword:医疗,20210329
healthcare,医药,000933.SH,159839.SZ,生物医药ETF汇添富,国证生物医药指数收益率,keyword:医药,20210222
healthcare,医药,000933.SH,159828.SZ,医疗ETF国泰,中证医疗指数收益率,keyword:医疗,20210112
healthcare,医药,000933.SH,502056.SH,医疗基金LOF,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,keyword:医疗,20150731
healthcare,医药,000933.SH,515960.SH,医药ETF嘉实,中证医药健康100策略指数收益率,keyword:医药,20200610
healthcare,医药,000933.SH,515950.SH,医药50ETF富国,中证医药50指数收益率,keyword:医药,20200401
healthcare,医药,000933.SH,512170.SH,医疗ETF华宝,中证医疗指数收益率,keyword:医疗,20190617
healthcare,医药,000933.SH,512290.SH,生物医药ETF国泰,中证生物医药指数收益率,keyword:医药,20190520
healthcare,医药,000933.SH,501007.SH,互联网医疗LOF,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:医疗,20170220
healthcare,医药,000933.SH,501008.SH,互联网医疗LOFC,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:医疗,20170220
healthcare,医药,000933.SH,161126.SZ,标普医疗保健LOF,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,keyword:医疗,20161214
healthcare,医药,000933.SH,161035.SZ,医药增强LOF,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:医药,20161125
healthcare,医药,000933.SH,160635.SZ,医药LOF基金,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,keyword:医药,20160801
healthcare,医药,000933.SH,501005.SH,精准医疗LOF,中证精准医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:医疗,20160321
healthcare,医药,000933.SH,163118.SZ,医药生物LOF,中证申万医药生物指数收益率*95%+银行同业存款利率*5%,keyword:医药,20210125
healthcare,医药,000933.SH,161726.SZ,生物医药LOF,国证生物医药指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,keyword:医药,20210122
healthcare,医药,000933.SH,162412.SZ,医疗基金LOF,中证医疗指数收益率*95%+同期银行活期存款利率(税后)*5%,keyword:医疗,20210226
healthcare,医药,000933.SH,159938.SZ,医药ETF广发,中证全指医药卫生指数,keyword:医药,20150108
healthcare,医药,000933.SH,512120.SH,医药ETF华安,中证细分医药产业主题指数收益率,keyword:医药,20140106
healthcare,医药,000933.SH,512010.SH,医药ETF易方达,沪深300医药卫生指数,keyword:医药,20131028
healthcare,医药,000933.SH,160219.SZ,医药LOF,国证医药卫生行业指数收益率*95%+银行活期存款利率(税后)*5%,keyword:医药,20210120
healthcare,医药,000933.SH,159929.SZ,医药ETF汇添富,中证医药卫生指数,keyword:医药,20130916
healthcare,医药,000933.SH,510660.SH,医药ETF华夏,上证医药卫生行业指数,keyword:医药,20130508
healthcare,医药,000933.SH,163001.SZ,长信医疗LOF,中证医药卫生指数收益率*60%+中国债券总指数收益率*40%,keyword:医药,20100416
defense,军工,399967.SZ,512710.SH,军工龙头ETF富国,中证军工龙头指数收益率,keyword:军工,20190826
defense,军工,399967.SZ,512670.SH,国防ETF鹏华,中证国防指数收益率,keyword:国防,20190801
defense,军工,399967.SZ,512560.SH,军工ETF易方达,中证军工指数,keyword:军工,20170728
defense,军工,399967.SZ,160643.SZ,空天军工LOF,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,keyword:军工,20170620
defense,军工,399967.SZ,501019.SH,军工基金LOF,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,keyword:军工,20170421
defense,军工,399967.SZ,512680.SH,军工ETF广发,中证军工指数收益率,keyword:军工,20161014
defense,军工,399967.SZ,512810.SH,军工ETF华宝,中证军工指数,keyword:军工,20160822
defense,军工,399967.SZ,512660.SH,军工ETF国泰,中证军工指数收益率,keyword:军工,20160808
defense,军工,399967.SZ,502003.SH,军工LOF,中证军工指数收益率*95%+同期银行活期存款利率(税后)*5%,keyword:军工,20150715
defense,军工,399967.SZ,160630.SZ,国防LOF,中证国防指数收益率*95%+商业银行活期存款利率(税后)*5%,keyword:国防,20210118
defense,军工,399967.SZ,163115.SZ,申万军工LOF,中证军工指数收益率*95%+银行同业存款利率*5%,keyword:军工,20210125
defense,军工,399967.SZ,161024.SZ,军工LOF,中证军工价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:军工,20210118
consumer,消费,000932.SH,159178.SZ,消费电子ETF汇添富,国证消费电子主题指数收益率,keyword:消费,20260428
consumer,消费,000932.SH,159153.SZ,消费电子ETF鹏华,国证消费电子主题指数收益率,keyword:消费,20260209
consumer,消费,000932.SH,159285.SZ,港股通消费ETF华安,国证港股通消费主题指数收益率(经汇率调整),keyword:消费,20251020
consumer,消费,000932.SH,520620.SH,恒生消费ETF嘉实,经估值汇率调整后的恒生消费指数收益率,keyword:消费,20250819
consumer,消费,000932.SH,159268.SZ,港股通消费ETF汇添富,国证港股通消费主题指数收益率(经估值汇率调整后),keyword:消费,20250721
consumer,消费,000932.SH,159265.SZ,港股消费ETF鹏华,国证港股通消费主题指数收益率(经汇率调整后),keyword:消费,20250702
consumer,消费,000932.SH,159245.SZ,港股通消费ETF富国,国证港股通消费主题指数收益率(使用估值汇率折算),keyword:消费,20250619
consumer,消费,000932.SH,520520.SH,恒生消费ETF华泰柏瑞,恒生消费指数收益率(使用估值汇率折算),keyword:消费,20241101
consumer,消费,000932.SH,562580.SH,可选消费ETF华夏,中证全指可选消费指数收益率,keyword:消费,20240326
consumer,消费,000932.SH,159529.SZ,标普消费ETF景顺,标普500消费精选指数收益率(使用估值汇率调整),keyword:消费,20240202
consumer,消费,000932.SH,159520.SZ,消费龙头ETF工银,中证消费龙头指数收益率,keyword:消费,20231031
consumer,消费,000932.SH,159699.SZ,恒生消费ETF广发,人民币计价的恒生消费指数收益率,keyword:消费,20230823
consumer,消费,000932.SH,159670.SZ,消费50ETF国联安,中证消费50指数收益率,keyword:消费,20230509
consumer,消费,000932.SH,513970.SH,恒生消费ETF景顺,恒生消费指数收益率(使用估值汇率折算),keyword:消费,20230421
consumer,消费,000932.SH,159672.SZ,消费ETF博时,中证主要消费指数收益率,keyword:消费,20230403
consumer,消费,000932.SH,159689.SZ,消费ETF南方,中证主要消费指数收益率,keyword:消费,20230313
consumer,消费,000932.SH,560680.SH,消费ETF广发,中证主要消费指数,keyword:消费,20221031
consumer,消费,000932.SH,159798.SZ,消费ETF易方达,中证消费50指数收益率,keyword:消费,20220511
consumer,消费,000932.SH,513070.SH,港股通消费ETF易方达,中证港股通消费主题指数收益率(使用估值汇率折算),keyword:消费,20220324
consumer,消费,000932.SH,517550.SH,沪港深消费龙头ETF招商,中证沪港深消费龙头指数(人民币)收益率,keyword:消费,20220208
consumer,消费,000932.SH,561100.SH,消费电子ETF富国,中证消费电子主题指数收益率,keyword:消费,20220208
consumer,消费,000932.SH,513230.SH,港股通消费ETF华夏,经估值汇率调整后的中证港股通消费主题指数收益率,keyword:消费,20220124
consumer,消费,000932.SH,562950.SH,消费电子ETF易方达,中证消费电子主题指数收益率,keyword:消费,20220120
consumer,消费,000932.SH,159728.SZ,在线消费ETF南方,国证在线消费指数收益率,keyword:消费,20220111
consumer,消费,000932.SH,159779.SZ,消费电子ETF招商,中证消费电子主题指数收益率,keyword:消费,20211126
consumer,消费,000932.SH,517880.SH,品牌消费ETF华泰柏瑞,中证沪港深品牌消费50指数收益率,keyword:消费,20211201
consumer,消费,000932.SH,561310.SH,消电ETF国泰,中证消费电子主题指数收益率,keyword:消费,20211125
consumer,消费,000932.SH,159793.SZ,线上消费ETF平安,中证沪港深线上消费主题指数收益率,keyword:消费,20211124
consumer,消费,000932.SH,516130.SH,消费龙头ETF华宝,中证消费龙头指数收益率,keyword:消费,20211013
consumer,消费,000932.SH,561600.SH,消费电子ETF平安,中证消费电子主题指数收益率,keyword:消费,20210909
consumer,消费,000932.SH,159732.SZ,消费电子ETF华夏,国证消费电子主题指数收益率,keyword:消费,20210823
consumer,消费,000932.SH,513590.SH,港股通消费ETF鹏华,中证港股通消费主题指数收益率,keyword:消费,20210819
consumer,消费,000932.SH,159725.SZ,线上消费ETF工银,中证线上消费主题指数收益率,keyword:消费,20210702
consumer,消费,000932.SH,159735.SZ,港股消费ETF银华,中证港股通消费主题指数收益率,keyword:消费,20210604
consumer,消费,000932.SH,516600.SH,消费服务ETF工银,中证消费服务领先指数收益率,keyword:消费,20210226
consumer,消费,000932.SH,515920.SH,智能消费ETF博时,中证智能消费主题指数,keyword:消费,20210120
consumer,消费,000932.SH,501090.SH,消费龙头LOF,中证消费龙头指数收益率*95%+人民币银行活期存款利率(税后)*5%,keyword:消费,20200106
consumer,消费,000932.SH,501089.SH,消费红利增强LOF,中证主要消费红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,keyword:消费,20191231
consumer,消费,000932.SH,515650.SH,消费50ETF富国,中证消费50指数收益率,keyword:消费,20191111
consumer,消费,000932.SH,162415.SZ,美国消费LOF,经人民币汇率调整的标普美国品质消费股票指数收益率*95%+人民币活期存款利率(税后)*5%,keyword:消费,20160406
consumer,消费,000932.SH,512600.SH,消费ETF嘉实,中证主要消费指数收益率,keyword:消费,20140725
consumer,消费,000932.SH,159936.SZ,可选消费ETF广发,中证全指可选消费指数,keyword:消费,20140625
consumer,消费,000932.SH,159928.SZ,消费ETF汇添富,中证主要消费指数,keyword:消费,20130916
consumer,消费,000932.SH,510630.SH,消费ETF华夏,上证主要消费行业指数,keyword:消费,20130508
consumer,消费,000932.SH,160127.SZ,南方消费LOF,中证内地消费主题指数收益率*55%+中证港股通主要消费综合指数(人民币)收益率*30%+中证综合债指数收益率*15%,keyword:消费,20201130
consumer,消费,000932.SH,165513.SZ,中信保诚商品LOF,中证CME中国商品消费指数(人民币)收益率,keyword:消费,20120113
consumer,消费,000932.SH,510150.SH,消费ETF招商,上证消费80指数,keyword:消费,20110225
liquor,白酒,399997.SZ,512690.SH,酒ETF鹏华,中证酒指数收益率,keyword:酒,20190506
liquor,白酒,399997.SZ,161725.SZ,白酒基金LOF,中证白酒指数收益率*95%+金融机构人民币活期存款基准利率(税后)*5%,keyword:白酒,20210115
liquor,白酒,399997.SZ,160632.SZ,酒LOF,中证酒指数收益率*95%+商业银行活期存款利率(税后)*5%,keyword:酒,20210118
finance,金融,000934.SH,159016.SZ,证券ETF广发,同期中证证券公司30指数收益率,keyword:证券,20260514
finance,金融,000934.SH,159008.SZ,证券ETF景顺,中证全指证券公司指数收益率,keyword:证券,20260428
finance,金融,000934.SH,560400.SH,证券ETF华泰柏瑞,中证全指证券公司指数收益率,keyword:证券,20260319
finance,金融,000934.SH,159253.SZ,银行ETF博时,中证银行指数收益率,keyword:银行,20251208
finance,金融,000934.SH,563570.SH,金融科技ETF兴业,中证金融科技主题指数收益率,keyword:金融,20251111
finance,金融,000934.SH,159260.SZ,证券ETF博时,中证全指证券公司指数收益率,keyword:证券,20251104
finance,金融,000934.SH,563670.SH,金融科技ETF鹏华,中证金融科技主题指数收益率,keyword:金融,20251014
finance,金融,000934.SH,515720.SH,金融科技ETF富国,中证金融科技主题指数收益率,keyword:金融,20251009
finance,金融,000934.SH,159299.SZ,金融科技ETF易方达,中证金融科技主题指数收益率,keyword:金融,20250911
finance,金融,000934.SH,159103.SZ,金融科技ETF汇添富,中证金融科技主题指数收益率,keyword:金融,20250910
finance,金融,000934.SH,562870.SH,证券ETF嘉实,中证全指证券公司指数收益率,keyword:证券,20250725
finance,金融,000934.SH,513750.SH,港股通非银ETF广发,中证港股通非银行金融主题指数收益率,keyword:金融,20231127
finance,金融,000934.SH,513190.SH,港股通金融ETF华夏,经估值汇率调整后的中证港股通内地金融指数收益率,keyword:金融,20231011
finance,金融,000934.SH,159692.SZ,证券ETF东财,中证证券公司30指数收益率,keyword:证券,20230523
finance,金融,000934.SH,560090.SH,证券ETF汇添富,中证全指证券公司指数收益率,keyword:证券,20230315
finance,金融,000934.SH,513140.SH,港股通金融ETF华泰柏瑞,中证港股通金融服务指数收益率(使用估值汇率折算),keyword:金融,20230112
finance,金融,000934.SH,511580.SH,国债政金债ETF招商,中证国债及政策性金融债0-3年指数收益率,keyword:金融,20221214
finance,金融,000934.SH,511520.SH,政金债ETF富国,中债7-10年政策性金融债指数收益率,keyword:金融,20221025
finance,金融,000934.SH,517900.SH,银行AH优选ETF招商,中证银行AH价格优选指数(人民币)收益率,keyword:银行,20220325
finance,金融,000934.SH,501219.SH,智胜先锋LOF,中证500指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20220209
finance,金融,000934.SH,501213.SH,中欧汇选FOF,中证偏股型基金指数收益率*80%+银行活期存款利率(税后)*20%,keyword:银行,20211119
finance,金融,000934.SH,516730.SH,证券ETF浦银,中证证券公司30指数收益率,keyword:证券,20211112
finance,金融,000934.SH,516860.SH,金融科技ETF博时,中证金融科技主题指数收益率,keyword:金融,20211011
finance,金融,000934.SH,516210.SH,银行ETF华安,中证银行指数收益率,keyword:银行,20210924
finance,金融,000934.SH,501209.SH,富久食品饮料LOF,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,keyword:银行,20211202
finance,金融,000934.SH,516100.SH,金融科技ETF华夏,中证金融科技主题指数收益率,keyword:金融,20210723
finance,金融,000934.SH,516980.SH,证券先锋ETF华富,中证证券公司先锋策略指数收益率,keyword:证券,20210624
finance,金融,000934.SH,516310.SH,银行ETF易方达,中证银行指数收益率,keyword:银行,20210528
finance,金融,000934.SH,159887.SZ,银行ETF富国,中证800银行指数收益率,keyword:银行,20210520
finance,金融,000934.SH,516200.SH,证券ETF华安,中证全指证券公司指数收益率,keyword:证券,20210322
finance,金融,000934.SH,159851.SZ,金融科技ETF华宝,中证金融科技主题指数收益率,keyword:金融,20210319
finance,金融,000934.SH,159842.SZ,券商ETF银华,中证全指证券公司指数收益率,keyword:证券,20210319
finance,金融,000934.SH,159848.SZ,证券ETF国联安,中证全指证券公司指数收益率,keyword:证券,20210312
finance,金融,000934.SH,159841.SZ,证券ETF天弘,中证全指证券公司指数收益率,keyword:证券,20210209
finance,金融,000934.SH,515290.SH,银行ETF天弘,中证银行指数收益率,keyword:银行,20201228
finance,金融,000934.SH,501208.SH,中欧创新未来LOF,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,keyword:银行,20210121
finance,金融,000934.SH,502056.SH,医疗基金LOF,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20150731
finance,金融,000934.SH,161121.SZ,银行LOF易方达,中证银行指数收益率*95%+活期存款利率(税后)*5%,keyword:银行,20200818
finance,金融,000934.SH,160325.SZ,华夏创业板定开,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,keyword:银行,20210128
finance,金融,000934.SH,515560.SH,证券ETF建信,中证全指证券公司指数,keyword:证券,20200720
finance,金融,000934.SH,510200.SH,上证券商ETF汇安,上证证券行业指数,keyword:证券,20200508
finance,金融,000934.SH,168701.SZ,金融科技LOF,国证香蜜湖金融科技指数收益率*95%+人民币银行活期存款利率(税后)*5%,keyword:金融,20200506
finance,金融,000934.SH,164508.SZ,国富中证A100LOF,中证100指数收益率*95%+银行同业存款利率*5%,keyword:银行,20200422
finance,金融,000934.SH,513090.SH,香港证券ETF易方达,中证香港证券投资主题指数收益率(使用估值汇率折算),keyword:证券,20200326
finance,金融,000934.SH,515630.SH,证券保险ETF鹏华,中证800证券保险指数收益率,keyword:证券,20200403
finance,金融,000934.SH,502000.SH,500增强LOF,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,keyword:银行,20200224
finance,金融,000934.SH,515850.SH,证券ETF富国,中证全指证券公司指数收益率,keyword:证券,20200221
finance,金融,000934.SH,159993.SZ,证券ETF鹏华,国证证券龙头指数收益率,keyword:证券,20200207
finance,金融,000934.SH,512730.SH,银行ETF鹏华,中证银行指数收益率,keyword:银行,20200207
finance,金融,000934.SH,501090.SH,消费龙头LOF,中证消费龙头指数收益率*95%+人民币银行活期存款利率(税后)*5%,keyword:银行,20200106
finance,金融,000934.SH,167506.SZ,安信深圳科技LOF,中证深圳科技创新主题指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20200106
finance,金融,000934.SH,501089.SH,消费红利增强LOF,中证主要消费红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,keyword:银行,20191231
finance,金融,000934.SH,166107.SZ,多因子LOF,中证500指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20191128
finance,金融,000934.SH,515020.SH,银行ETF华夏,中证银行指数收益率,keyword:银行,20191203
finance,金融,000934.SH,167302.SZ,大湾区LOF,恒生沪深港通大湾区综合指数收益率*95%+人民币银行活期存款利率(税后)*5%,keyword:银行,20200106
finance,金融,000934.SH,515010.SH,证券ETF华夏,中证全指证券公司指数收益率,keyword:证券,20191107
finance,金融,000934.SH,161029.SZ,银行龙头LOF,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20190617
finance,金融,000934.SH,501311.SH,港股通新经济LOF,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%,keyword:银行,20190214
finance,金融,000934.SH,501310.SH,价值基金LOF,标普沪港深中国增强价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,keyword:银行,20181122
finance,金融,000934.SH,512820.SH,银行ETF汇添富,中证银行指数收益率,keyword:银行,20181123
finance,金融,000934.SH,501060.SH,金选300A类LOF,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20180925
finance,金融,000934.SH,501061.SH,金选300C类LOF,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20180925
finance,金融,000934.SH,501059.SH,国企红利LOF,中证国有企业红利指数收益率*90%+商业银行活期存款利率(税后)*10%,keyword:银行,20180726
finance,金融,000934.SH,164824.SZ,印度基金LOF,中信证券印度ETP指数收益率*90%+人民币活期存款收益率(税后)*10%,keyword:证券,20180801
finance,金融,000934.SH,161039.SZ,1000增强LOF,中证1000指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20180620
finance,金融,000934.SH,501057.SH,新能源车LOF,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20180620
finance,金融,000934.SH,501058.SH,新能源车LOFC,中证新能源汽车产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20180620
finance,金融,000934.SH,501307.SH,沪港深红利LOF,中证沪港深高股息指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20180425
finance,金融,000934.SH,501048.SH,证券公司LOFC,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20180118
finance,金融,000934.SH,501047.SH,证券公司LOF,中证全指证券公司指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20180118
finance,金融,000934.SH,501306.SH,港股高股息LOFC,中证港股通高股息投资指数收益率*95%(经估值汇率调整后)+银行活期存款利率(税后)*5%,keyword:银行,20180118
finance,金融,000934.SH,501305.SH,港股高股息LOF,中证港股通高股息投资指数收益率*95%(经估值汇率调整后)+银行活期存款利率(税后)*5%,keyword:银行,20180118
finance,金融,000934.SH,160140.SZ,美国REIT精选LOF,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20171124
finance,金融,000934.SH,501043.SH,沪深300LOF,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20171009
finance,金融,000934.SH,501045.SH,沪深300LOFC,沪深300指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20171009
finance,金融,000934.SH,501037.SH,中证500LOFC,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20171009
finance,金融,000934.SH,501036.SH,中证500LOF,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20171009
finance,金融,000934.SH,512570.SH,证券ETF易方达,中证全指证券公司指数,keyword:证券,20170811
finance,金融,000934.SH,161038.SZ,成长LOF,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,keyword:银行,20170818
finance,金融,000934.SH,512800.SH,银行ETF华宝,中证银行指数,keyword:银行,20170803
finance,金融,000934.SH,161715.SZ,大宗商品LOF,中证大宗商品股票指数收益率*95%+商业银行活期存款利率(税后)*5%,keyword:银行,20170714
finance,金融,000934.SH,512700.SH,银行ETF南方,中证银行指数收益率,keyword:银行,20170726
finance,金融,000934.SH,160643.SZ,空天军工LOF,中证空天一体军工指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20170620
finance,金融,000934.SH,163111.SZ,申万中小LOF,中小企业100指数收益率*95%+银行同业存款利率*5%,keyword:银行,20170526
finance,金融,000934.SH,501016.SH,券商基金LOF,中证申万证券行业指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20170519
finance,金融,000934.SH,161037.SZ,高端制造LOF,中证高端制造主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170511
finance,金融,000934.SH,501301.SH,香港大盘LOF,经人民币汇率调整的恒生中国(香港上市)30指数收益率*95%+人民币银行活期存款利率(税后)*5%,keyword:银行,20170508
finance,金融,000934.SH,161631.SZ,人工智能LOF,中证人工智能主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170419
finance,金融,000934.SH,501019.SH,军工基金LOF,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,keyword:银行,20170421
finance,金融,000934.SH,161036.SZ,娱乐增强LOF,中证娱乐主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170324
finance,金融,000934.SH,512900.SH,证券ETF南方,中证全指证券公司指数收益率,keyword:证券,20170331
finance,金融,000934.SH,501029.SH,红利基金LOF,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,keyword:银行,20170213
finance,金融,000934.SH,501031.SH,环境治理LOFC,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501012.SH,中药基金LOFC,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501011.SH,中药基金LOF,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501030.SH,环境治理LOF,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501007.SH,互联网医疗LOF,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501008.SH,互联网医疗LOFC,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501010.SH,生物科技LOFC,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501009.SH,生物科技LOF,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,keyword:银行,20170220
finance,金融,000934.SH,501300.SH,美元债LOF,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,keyword:银行,20170216
